t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3,primal_residual,dual_residual
1.431,0.00682061,-0.000306679,-0.00705279,1.07441e-05,0.000134067,0.00976875,-0.000222562,2.35049e-05,1.4883e-06,-1.81718e-05,-0.000710746,0.0110212,0.678132,0.638511,0.667795,0.647954,0,0
1.432,0.00682038,-0.000306656,-0.00705279,1.07391e-05,0.000133711,0.00977426,-0.000219576,2.3282e-05,1.50083e-06,-1.88251e-05,-0.000715205,0.011018,0.678132,0.638511,0.667795,0.647954,0,0
1.433,0.00682017,-0.000306632,-0.00705279,1.07337e-05,0.000133352,0.00977977,-0.000216601,2.30595e-05,1.51308e-06,-1.94733e-05,-0.000719582,0.0110148,0.678132,0.638511,0.667795,0.647954,0,0
1.434,0.00681995,-0.000306609,-0.00705278,1.07281e-05,0.000132991,0.00978528,-0.000213638,2.28374e-05,1.52507e-06,-2.01289e-05,-0.00072388,0.0110115,0.678131,0.638511,0.667795,0.647954,0,0
1.435,0.00681974,-0.000306587,-0.00705278,1.07222e-05,0.000132628,0.00979078,-0.000210687,2.26157e-05,1.53677e-06,-2.07762e-05,-0.000728102,0.0110083,0.678131,0.638511,0.667795,0.647954,0,0
1.436,0.00681953,-0.000306564,-0.00705278,1.07159e-05,0.000132262,0.00979629,-0.000207748,2.23944e-05,1.54837e-06,-2.14219e-05,-0.00073225,0.0110051,0.678131,0.638511,0.667795,0.647953,0,0
1.437,0.00681932,-0.000306542,-0.00705278,1.07094e-05,0.000131895,0.00980179,-0.000204821,2.21736e-05,1.55999e-06,-2.20629e-05,-0.000736324,0.0110019,0.678131,0.638511,0.667795,0.647953,0,0
1.438,0.00681912,-0.00030652,-0.00705278,1.07025e-05,0.000131526,0.00980729,-0.000201906,2.19532e-05,1.57151e-06,-2.27028e-05,-0.000740319,0.0109986,0.678131,0.638511,0.667795,0.647953,0,0
1.439,0.00681892,-0.000306498,-0.00705278,1.06954e-05,0.000131155,0.00981279,-0.000199003,2.17332e-05,1.5828e-06,-2.33448e-05,-0.000744236,0.0109954,0.678131,0.638511,0.667795,0.647953,0,0
1.44,0.00681872,-0.000306476,-0.00705278,1.06879e-05,0.000130781,0.00981829,-0.000196112,2.15137e-05,1.59401e-06,-2.39856e-05,-0.000748081,0.0109922,0.678131,0.638511,0.667796,0.647953,0,0
1.441,0.00681853,-0.000306455,-0.00705277,1.06802e-05,0.000130406,0.00982378,-0.000193233,2.12946e-05,1.60508e-06,-2.46344e-05,-0.00075186,0.010989,0.678131,0.638511,0.667796,0.647953,0,0
1.442,0.00681834,-0.000306434,-0.00705277,1.06721e-05,0.000130029,0.00982928,-0.000190366,2.1076e-05,1.61577e-06,-2.52908e-05,-0.000755578,0.0109858,0.678131,0.638511,0.667796,0.647953,0,0
1.443,0.00681815,-0.000306413,-0.00705277,1.06637e-05,0.00012965,0.00983477,-0.000187511,2.08578e-05,1.62605e-06,-2.59576e-05,-0.000759233,0.0109825,0.678131,0.638511,0.667796,0.647953,0,0
1.444,0.00681796,-0.000306392,-0.00705277,1.0655e-05,0.00012927,0.00984026,-0.000184668,2.06401e-05,1.63592e-06,-2.66376e-05,-0.000762826,0.0109793,0.678131,0.638511,0.667796,0.647953,0,0
1.445,0.00681778,-0.000306372,-0.00705277,1.0646e-05,0.000128887,0.00984575,-0.000181837,2.04229e-05,1.64525e-06,-2.73271e-05,-0.000766356,0.0109761,0.67813,0.638512,0.667796,0.647953,0,0
1.446,0.0068176,-0.000306351,-0.00705277,1.06367e-05,0.000128503,0.00985124,-0.000179018,2.02061e-05,1.65404e-06,-2.80226e-05,-0.000769824,0.0109729,0.67813,0.638512,0.667796,0.647953,0,0
1.447,0.00681742,-0.000306331,-0.00705276,1.0627e-05,0.000128117,0.00985672,-0.000176212,1.99898e-05,1.6621e-06,-2.87269e-05,-0.000773236,0.0109697,0.67813,0.638512,0.667796,0.647953,0,0
1.448,0.00681724,-0.000306311,-0.00705276,1.0617e-05,0.000127729,0.00986221,-0.000173417,1.9774e-05,1.66937e-06,-2.94335e-05,-0.000776588,0.0109664,0.67813,0.638512,0.667796,0.647953,0,0
1.449,0.00681707,-0.000306292,-0.00705276,1.06066e-05,0.00012734,0.00986769,-0.000170635,1.95587e-05,1.6757e-06,-3.01513e-05,-0.000779892,0.0109632,0.67813,0.638512,0.667796,0.647952,0,0
1.45,0.0068169,-0.000306272,-0.00705276,1.05959e-05,0.000126949,0.00987317,-0.000167864,1.93438e-05,1.6812e-06,-3.08799e-05,-0.000783151,0.01096,0.67813,0.638512,0.667795,0.647952,0,0
1.451,0.00681674,-0.000306253,-0.00705276,1.05849e-05,0.000126556,0.00987865,-0.000165106,1.91295e-05,1.68571e-06,-3.16156e-05,-0.000786364,0.0109568,0.67813,0.638512,0.667795,0.647952,0,0
1.452,0.00681657,-0.000306234,-0.00705276,1.05734e-05,0.000126162,0.00988413,-0.00016236,1.89157e-05,1.68957e-06,-3.23615e-05,-0.000789529,0.0109536,0.67813,0.638512,0.667795,0.647952,0,0
1.453,0.00681641,-0.000306215,-0.00705275,1.05617e-05,0.000125766,0.00988961,-0.000159627,1.87023e-05,1.69278e-06,-3.31019e-05,-0.000792634,0.0109504,0.67813,0.638512,0.667795,0.647952,0,0
1.454,0.00681625,-0.000306196,-0.00705275,1.05496e-05,0.000125369,0.00989508,-0.000156905,1.84895e-05,1.69554e-06,-3.3849e-05,-0.000795694,0.0109472,0.678129,0.638512,0.667795,0.647952,0,0
1.455,0.0068161,-0.000306178,-0.00705275,1.05371e-05,0.00012497,0.00990055,-0.000154196,1.82772e-05,1.6977e-06,-3.45967e-05,-0.000798699,0.0109439,0.678129,0.638512,0.667795,0.647952,0,0
1.456,0.00681595,-0.00030616,-0.00705275,1.05242e-05,0.00012457,0.00990603,-0.000151498,1.80655e-05,1.69937e-06,-3.53513e-05,-0.000801645,0.0109407,0.678129,0.638512,0.667795,0.647952,0,0
1.457,0.0068158,-0.000306142,-0.00705275,1.0511e-05,0.000124168,0.0099115,-0.000148814,1.78543e-05,1.70075e-06,-3.61061e-05,-0.000804541,0.0109375,0.678129,0.638512,0.667795,0.647952,0,0
1.458,0.00681565,-0.000306124,-0.00705275,1.04975e-05,0.000123765,0.00991696,-0.000146141,1.76436e-05,1.70203e-06,-3.68677e-05,-0.000807376,0.0109343,0.678129,0.638512,0.667795,0.647952,0,0
1.459,0.0068155,-0.000306107,-0.00705274,1.04835e-05,0.00012336,0.00992243,-0.00014348,1.74334e-05,1.70308e-06,-3.76323e-05,-0.000810164,0.0109311,0.678129,0.638512,0.667795,0.647952,0,0
1.46,0.00681536,-0.000306089,-0.00705274,1.04692e-05,0.000122954,0.0099279,-0.000140832,1.72239e-05,1.70374e-06,-3.83998e-05,-0.000812906,0.0109279,0.678129,0.638512,0.667795,0.647952,0,0
1.461,0.00681522,-0.000306072,-0.00705274,1.04545e-05,0.000122547,0.00993336,-0.000138196,1.70148e-05,1.70408e-06,-3.91673e-05,-0.000815596,0.0109247,0.678129,0.638512,0.667795,0.647952,0,0
1.462,0.00681508,-0.000306055,-0.00705274,1.04395e-05,0.000122138,0.00993882,-0.000135573,1.68064e-05,1.70424e-06,-3.99255e-05,-0.000818233,0.0109215,0.678129,0.638512,0.667795,0.647952,0,0
1.463,0.00681495,-0.000306039,-0.00705274,1.04241e-05,0.000121728,0.00994428,-0.000132961,1.65985e-05,1.70427e-06,-4.0678e-05,-0.000820822,0.0109183,0.678129,0.638512,0.667796,0.647952,0,0
1.464,0.00681482,-0.000306022,-0.00705274,1.04083e-05,0.000121317,0.00994974,-0.000130362,1.63911e-05,1.70389e-06,-4.14279e-05,-0.000823369,0.0109151,0.678129,0.638512,0.667796,0.647952,0,0
1.465,0.00681469,-0.000306006,-0.00705273,1.03922e-05,0.000120904,0.0099552,-0.000127775,1.61844e-05,1.70306e-06,-4.21666e-05,-0.000825861,0.0109119,0.678128,0.638512,0.667796,0.647952,0,0
1.466,0.00681456,-0.00030599,-0.00705273,1.03757e-05,0.000120491,0.00996065,-0.000125201,1.59782e-05,1.70166e-06,-4.29005e-05,-0.000828306,0.0109087,0.678128,0.638512,0.667796,0.647951,0,0
1.467,0.00681444,-0.000305974,-0.00705273,1.03588e-05,0.000120076,0.00996611,-0.000122638,1.57727e-05,1.69974e-06,-4.36272e-05,-0.000830698,0.0109055,0.678128,0.638512,0.667796,0.647951,0,0
1.468,0.00681432,-0.000305958,-0.00705273,1.03416e-05,0.000119659,0.00997156,-0.000120088,1.55677e-05,1.69747e-06,-4.43501e-05,-0.000833036,0.0109023,0.678128,0.638512,0.667796,0.647951,0,0
1.469,0.0068142,-0.000305943,-0.00705273,1.03241e-05,0.000119242,0.00997701,-0.000117551,1.53633e-05,1.69464e-06,-4.50663e-05,-0.000835319,0.0108991,0.678128,0.638512,0.667796,0.647951,0,0
1.47,0.00681408,-0.000305927,-0.00705273,1.03062e-05,0.000118824,0.00998246,-0.000115025,1.51596e-05,1.69134e-06,-4.5773e-05,-0.000837553,0.0108959,0.678128,0.638512,0.667796,0.647951,0,0
1.471,0.00681397,-0.000305912,-0.00705272,1.0288e-05,0.000118404,0.00998791,-0.000112512,1.49564e-05,1.68762e-06,-4.64736e-05,-0.000839744,0.0108927,0.678128,0.638512,0.667796,0.647951,0,0
1.472,0.00681386,-0.000305898,-0.00705272,1.02694e-05,0.000117983,0.00999335,-0.000110012,1.47539e-05,1.68359e-06,-4.71746e-05,-0.000841893,0.0108895,0.678128,0.638512,0.667796,0.647951,0,0
1.473,0.00681375,-0.000305883,-0.00705272,1.02505e-05,0.000117561,0.0099988,-0.000107523,1.4552e-05,1.67932e-06,-4.78672e-05,-0.000843994,0.0108863,0.678128,0.638512,0.667796,0.647951,0,0
1.474,0.00681364,-0.000305868,-0.00705272,1.02313e-05,0.000117139,0.0100042,-0.000105047,1.43508e-05,1.67464e-06,-4.85514e-05,-0.000846055,0.0108831,0.678128,0.638512,0.667796,0.647951,0,0
1.475,0.00681354,-0.000305854,-0.00705272,1.02117e-05,0.000116715,0.0100097,-0.000102583,1.41501e-05,1.66967e-06,-4.92338e-05,-0.000848077,0.0108799,0.678127,0.638512,0.667796,0.647951,0,0
1.476,0.00681344,-0.00030584,-0.00705272,1.01918e-05,0.00011629,0.0100151,-0.000100131,1.39501e-05,1.66436e-06,-4.99112e-05,-0.000850072,0.0108767,0.678127,0.638512,0.667796,0.647951,0,0
1.477,0.00681334,-0.000305826,-0.00705271,1.01716e-05,0.000115864,0.0100206,-9.76922e-05,1.37508e-05,1.6588e-06,-5.05871e-05,-0.000852038,0.0108735,0.678127,0.638512,0.667796,0.647951,0,0
1.478,0.00681324,-0.000305813,-0.00705271,1.0151e-05,0.000115437,0.010026,-9.52652e-05,1.35521e-05,1.65298e-06,-5.12554e-05,-0.000853976,0.0108704,0.678127,0.638512,0.667796,0.647951,0,0
1.479,0.00681315,-0.000305799,-0.00705271,1.01301e-05,0.00011501,0.0100314,-9.28506e-05,1.33541e-05,1.64684e-06,-5.19165e-05,-0.000855882,0.0108672,0.678127,0.638512,0.667796,0.647951,0,0
1.48,0.00681306,-0.000305786,-0.00705271,1.01089e-05,0.000114581,0.0100369,-9.04482e-05,1.31567e-05,1.64035e-06,-5.25677e-05,-0.000857754,0.010864,0.678127,0.638512,0.667796,0.647951,0,0
1.481,0.00681297,-0.000305773,-0.00705271,1.00874e-05,0.000114151,0.0100423,-8.80582e-05,1.296e-05,1.63336e-06,-5.32034e-05,-0.000859594,0.0108608,0.678127,0.638512,0.667796,0.647951,0,0
1.482,0.00681288,-0.00030576,-0.00705271,1.00656e-05,0.000113721,0.0100477,-8.56804e-05,1.27639e-05,1.62568e-06,-5.38148e-05,-0.000861407,0.0108576,0.678127,0.638512,0.667796,0.647951,0,0
1.483,0.0068128,-0.000305747,-0.0070527,1.00435e-05,0.000113289,0.0100532,-8.33149e-05,1.25686e-05,1.61769e-06,-5.44092e-05,-0.000863206,0.0108544,0.678127,0.638512,0.667796,0.647951,0,0
1.484,0.00681271,-0.000305735,-0.0070527,1.00211e-05,0.000112857,0.0100586,-8.09618e-05,1.23739e-05,1.60932e-06,-5.49873e-05,-0.000864986,0.0108512,0.678127,0.638512,0.667795,0.647951,0,0
1.485,0.00681263,-0.000305723,-0.0070527,9.99846e-06,0.000112424,0.010064,-7.86209e-05,1.21799e-05,1.60076e-06,-5.5544e-05,-0.000866748,0.0108481,0.678127,0.638512,0.667796,0.647951,0,0
1.486,0.00681256,-0.000305711,-0.0070527,9.97552e-06,0.000111989,0.0100694,-7.62923e-05,1.19865e-05,1.59214e-06,-5.60894e-05,-0.000868495,0.0108449,0.678127,0.638512,0.667796,0.647951,0,0
1.487,0.00681248,-0.000305699,-0.0070527,9.95233e-06,0.000111554,0.0100749,-7.3976e-05,1.17939e-05,1.58348e-06,-5.66115e-05,-0.000870235,0.0108417,0.678127,0.638512,0.667796,0.647951,0,0
1.488,0.00681241,-0.000305687,-0.0070527,9.92889e-06,0.000111119,0.0100803,-7.1672e-05,1.1602e-05,1.5749e-06,-5.7127e-05,-0.000871964,0.0108385,0.678127,0.638512,0.667796,0.647951,0,0
1.489,0.00681234,-0.000305675,-0.00705269,9.90521e-06,0.000110682,0.0100857,-6.93803e-05,1.14107e-05,1.56631e-06,-5.76239e-05,-0.000873683,0.0108353,0.678127,0.638512,0.667796,0.647951,0,0
1.49,0.00681227,-0.000305664,-0.00705269,9.88128e-06,0.000110244,0.0100911,-6.71009e-05,1.12202e-05,1.5578e-06,-5.81031e-05,-0.000875386,0.0108322,0.678127,0.638512,0.667796,0.647951,0,0
1.491,0.0068122,-0.000305653,-0.00705269,9.85714e-06,0.000109806,0.0100965,-6.48337e-05,1.10304e-05,1.54934e-06,-5.85625e-05,-0.000877079,0.010829,0.678126,0.638512,0.667796,0.647951,0,0
1.492,0.00681214,-0.000305642,-0.00705269,9.83277e-06,0.000109366,0.0101019,-6.25788e-05,1.08413e-05,1.54074e-06,-5.89968e-05,-0.00087876,0.0108258,0.678126,0.638512,0.667796,0.647951,0,0
1.493,0.00681208,-0.000305631,-0.00705269,9.8082e-06,0.000108926,0.0101074,-6.03362e-05,1.06528e-05,1.53223e-06,-5.94228e-05,-0.000880421,0.0108226,0.678126,0.638513,0.667796,0.647951,0,0
1.494,0.00681202,-0.000305621,-0.00705269,9.78343e-06,0.000108485,0.0101128,-5.81058e-05,1.04651e-05,1.52372e-06,-5.98286e-05,-0.000882069,0.0108195,0.678126,0.638513,0.667796,0.647951,0,0
1.495,0.00681196,-0.00030561,-0.00705268,9.75847e-06,0.000108043,0.0101182,-5.58877e-05,1.02782e-05,1.5151e-06,-6.02247e-05,-0.00088369,0.0108163,0.678126,0.638513,0.667796,0.647951,0,0
1.496,0.00681191,-0.0003056,-0.00705268,9.73332e-06,0.000107601,0.0101236,-5.36819e-05,1.00919e-05,1.50643e-06,-6.06111e-05,-0.000885297,0.0108131,0.678126,0.638513,0.667796,0.647951,0,0
1.497,0.00681185,-0.00030559,-0.00705268,9.70799e-06,0.000107157,0.010129,-5.14883e-05,9.90635e-06,1.49778e-06,-6.09856e-05,-0.000886882,0.0108099,0.678126,0.638513,0.667796,0.647951,0,0
1.498,0.0068118,-0.00030558,-0.00705268,9.68248e-06,0.000106713,0.0101344,-4.9307e-05,9.72152e-06,1.48898e-06,-6.13423e-05,-0.000888445,0.0108068,0.678126,0.638513,0.667796,0.647951,0,0
1.499,0.00681176,-0.000305571,-0.00705268,9.65681e-06,0.000106268,0.0101398,-4.71379e-05,9.53742e-06,1.47997e-06,-6.1679e-05,-0.000889991,0.0108036,0.678126,0.638513,0.667796,0.647951,0,0
1.5,0.00681171,-0.000305561,-0.00705268,9.63098e-06,0.000105823,0.0101452,-4.4981e-05,9.35404e-06,1.4707e-06,-6.20028e-05,-0.000891521,0.0108004,0.678126,0.638513,0.667796,0.647951,0,0
1.501,0.00681167,-0.000305552,-0.00705268,9.605e-06,0.000105376,0.0101506,-4.28364e-05,9.17139e-06,1.46143e-06,-6.23148e-05,-0.000893023,0.0107973,0.678126,0.638513,0.667796,0.647951,0,0
1.502,0.00681162,-0.000305543,-0.00705267,9.57887e-06,0.000104929,0.010156,-4.07041e-05,8.98947e-06,1.45222e-06,-6.26123e-05,-0.000894502,0.0107941,0.678126,0.638513,0.667796,0.647951,0,0
1.503,0.00681158,-0.000305534,-0.00705267,9.55261e-06,0.000104481,0.0101614,-3.85839e-05,8.80827e-06,1.44297e-06,-6.29022e-05,-0.000895958,0.0107909,0.678126,0.638513,0.667796,0.647951,0,0
1.504,0.00681155,-0.000305525,-0.00705267,9.52621e-06,0.000104032,0.0101668,-3.6476e-05,8.62781e-06,1.43369e-06,-6.31727e-05,-0.000897386,0.0107878,0.678126,0.638513,0.667796,0.647951,0,0
1.505,0.00681151,-0.000305517,-0.00705267,9.49968e-06,0.000103583,0.0101722,-3.43803e-05,8.44808e-06,1.4245e-06,-6.34339e-05,-0.000898791,0.0107846,0.678126,0.638513,0.667796,0.647951,0,0
1.506,0.00681148,-0.000305508,-0.00705267,9.47304e-06,0.000103133,0.0101776,-3.22967e-05,8.26908e-06,1.41525e-06,-6.36863e-05,-0.000900168,0.0107814,0.678126,0.638513,0.667796,0.647951,0,0
1.507,0.00681145,-0.0003055,-0.00705267,9.44627e-06,0.000102682,0.010183,-3.02254e-05,8.09082e-06,1.40566e-06,-6.39305e-05,-0.000901519,0.0107783,0.678126,0.638513,0.667796,0.647951,0,0
1.508,0.00681142,-0.000305492,-0.00705267,9.4194e-06,0.00010223,0.0101884,-2.81663e-05,7.91329e-06,1.39569e-06,-6.41603e-05,-0.00090285,0.0107751,0.678125,0.638513,0.667796,0.647951,0,0
1.509,0.00681139,-0.000305484,-0.00705266,9.39242e-06,0.000101778,0.0101937,-2.61194e-05,7.7365e-06,1.38547e-06,-6.43797e-05,-0.00090416,0.010772,0.678125,0.638513,0.667796,0.647951,0,0
1.51,0.00681137,-0.000305477,-0.00705266,9.36534e-06,0.000101325,0.0101991,-2.40847e-05,7.56044e-06,1.37498e-06,-6.458e-05,-0.000905446,0.0107688,0.678125,0.638513,0.667796,0.647951,0,0
1.511,0.00681134,-0.000305469,-0.00705266,9.33817e-06,0.000100872,0.0102045,-2.20621e-05,7.38512e-06,1.36444e-06,-6.47654e-05,-0.000906701,0.0107656,0.678125,0.638513,0.667796,0.647951,0,0
1.512,0.00681132,-0.000305462,-0.00705266,9.31092e-06,0.000100418,0.0102099,-2.00517e-05,7.21054e-06,1.35395e-06,-6.49365e-05,-0.000907932,0.0107625,0.678125,0.638513,0.667796,0.647951,0,0
1.513,0.0068113,-0.000305455,-0.00705266,9.28359e-06,9.99634e-05,0.0102153,-1.80535e-05,7.03669e-06,1.34341e-06,-6.51004e-05,-0.000909134,0.0107593,0.678125,0.638513,0.667796,0.647951,0,0
1.514,0.00681129,-0.000305448,-0.00705266,9.25618e-06,9.95082e-05,0.0102207,-1.60674e-05,6.86358e-06,1.33276e-06,-6.52511e-05,-0.000910314,0.0107562,0.678125,0.638513,0.667796,0.647951,0,0
1.515,0.00681127,-0.000305441,-0.00705266,9.22871e-06,9.90523e-05,0.010226,-1.40935e-05,6.69121e-06,1.32199e-06,-6.53893e-05,-0.000911468,0.010753,0.678125,0.638513,0.667796,0.647951,0,0
1.516,0.00681126,-0.000305435,-0.00705266,9.20118e-06,9.8596e-05,0.0102314,-1.21317e-05,6.51957e-06,1.31117e-06,-6.55189e-05,-0.000912594,0.0107498,0.678125,0.638513,0.667796,0.647951,0,0
1.517,0.00681125,-0.000305428,-0.00705265,9.17359e-06,9.8139e-05,0.0102368,-1.01821e-05,6.34867e-06,1.30058e-06,-6.56368e-05,-0.000913708,0.0107467,0.678125,0.638513,0.667796,0.647951,0,0
1.518,0.00681124,-0.000305422,-0.00705265,9.14596e-06,9.76815e-05,0.0102422,-8.24451e-06,6.17851e-06,1.29005e-06,-6.57435e-05,-0.000914811,0.0107435,0.678125,0.638513,0.667796,0.647951,0,0
1.519,0.00681123,-0.000305416,-0.00705265,9.11827e-06,9.72234e-05,0.0102475,-6.31908e-06,6.00908e-06,1.27948e-06,-6.5852e-05,-0.000915903,0.0107404,0.678125,0.638513,0.667796,0.647951,0,0
1.52,0.00681122,-0.00030541,-0.00705265,9.09053e-06,9.67648e-05,0.0102529,-4.40575e-06,5.84039e-06,1.26894e-06,-6.59655e-05,-0.000916981,0.0107372,0.678125,0.638513,0.667796,0.647951,0,0
1.521,0.00681122,-0.000305404,-0.00705265,9.06275e-06,9.63057e-05,0.0102583,-2.50451e-06,5.67243e-06,1.25855e-06,-6.60681e-05,-0.000918044,0.0107341,0.678125,0.638513,0.667796,0.647951,0,0
1.522,0.00681122,-0.000305399,-0.00705265,9.03492e-06,9.5846e-05,0.0102636,-6.15357e-07,5.50521e-06,1.24816e-06,-6.61759e-05,-0.000919095,0.0107309,0.678125,0.638513,0.667796,0.647951,0,0
1.523,0.00681122,-0.000305393,-0.00705265,9.00704e-06,9.53858e-05,0.010269,1.26172e-06,5.33872e-06,1.23783e-06,-6.62856e-05,-0.000920125,0.0107278,0.678125,0.638513,0.667796,0.647951,0,0
1.524,0.00681122,-0.000305388,-0.00705264,8.9791e-06,9.49251e-05,0.0102744,3.12673e-06,5.17297e-06,1.22772e-06,-6.63974e-05,-0.000921129,0.0107247,0.678125,0.638513,0.667796,0.647951,0,0
1.525,0.00681123,-0.000305383,-0.00705264,8.95112e-06,9.44639e-05,0.0102797,4.97969e-06,5.00794e-06,1.21771e-06,-6.65081e-05,-0.000922105,0.0107215,0.678125,0.638513,0.667796,0.647951,0,0
1.526,0.00681123,-0.000305378,-0.00705264,8.92309e-06,9.40023e-05,0.0102851,6.8206e-06,4.84366e-06,1.2079e-06,-6.66332e-05,-0.000923058,0.0107184,0.678125,0.638513,0.667796,0.647951,0,0
1.527,0.00681124,-0.000305373,-0.00705264,8.89499e-06,9.35401e-05,0.0102904,8.64948e-06,4.6801e-06,1.19817e-06,-6.67752e-05,-0.000923979,0.0107152,0.678125,0.638513,0.667796,0.647951,0,0
1.528,0.00681125,-0.000305368,-0.00705264,8.86682e-06,9.30775e-05,0.0102958,1.04663e-05,4.51727e-06,1.18864e-06,-6.69302e-05,-0.000924872,0.0107121,0.678125,0.638513,0.667796,0.647951,0,0
1.529,0.00681126,-0.000305364,-0.00705264,8.83857e-06,9.26145e-05,0.0103012,1.22712e-05,4.35518e-06,1.17921e-06,-6.70977e-05,-0.000925734,0.0107089,0.678125,0.638513,0.667796,0.647951,0,0
1.53,0.00681127,-0.00030536,-0.00705264,8.81025e-06,9.2151e-05,0.0103065,1.4064e-05,4.19382e-06,1.16992e-06,-6.72737e-05,-0.000926568,0.0107058,0.678125,0.638514,0.667796,0.647951,0,0
1.531,0.00681129,-0.000305356,-0.00705264,8.78183e-06,9.16871e-05,0.0103119,1.58448e-05,4.0332e-06,1.16078e-06,-6.74706e-05,-0.00092737,0.0107027,0.678125,0.638514,0.667796,0.647951,0,0
1.532,0.00681131,-0.000305352,-0.00705264,8.75332e-06,9.12229e-05,0.0103172,1.76137e-05,3.87331e-06,1.1518e-06,-6.7684e-05,-0.00092815,0.0106995,0.678125,0.638514,0.667796,0.647951,0,0
1.533,0.00681132,-0.000305348,-0.00705263,8.7247e-06,9.07582e-05,0.0103226,1.93706e-05,3.71415e-06,1.14292e-06,-6.79133e-05,-0.000928903,0.0106964,0.678125,0.638514,0.667796,0.647951,0,0
1.534,0.00681134,-0.000305344,-0.00705263,8.69596e-06,9.02932e-05,0.0103279,2.11155e-05,3.55572e-06,1.13419e-06,-6.81577e-05,-0.00092963,0.0106933,0.678125,0.638514,0.667796,0.647951,0,0
1.535,0.00681137,-0.000305341,-0.00705263,8.66711e-06,8.98278e-05,0.0103333,2.28485e-05,3.39804e-06,1.12584e-06,-6.84073e-05,-0.00093033,0.0106901,0.678125,0.638514,0.667796,0.647951,0,0
1.536,0.00681139,-0.000305337,-0.00705263,8.63813e-06,8.93621e-05,0.0103386,2.45696e-05,3.24109e-06,1.11767e-06,-6.86619e-05,-0.000931005,0.010687,0.678125,0.638514,0.667796,0.647951,0,0
1.537,0.00681142,-0.000305334,-0.00705263,8.60902e-06,8.8896e-05,0.0103439,2.62787e-05,3.08487e-06,1.10967e-06,-6.89274e-05,-0.000931654,0.0106838,0.678124,0.638514,0.667796,0.647951,0,0
1.538,0.00681144,-0.000305331,-0.00705263,8.57979e-06,8.84296e-05,0.0103493,2.79759e-05,2.9294e-06,1.10189e-06,-6.92003e-05,-0.000932277,0.0106807,0.678124,0.638514,0.667796,0.647951,0,0
1.539,0.00681147,-0.000305328,-0.00705263,8.55042e-06,8.7963e-05,0.0103546,2.96612e-05,2.77467e-06,1.0941e-06,-6.94713e-05,-0.000932865,0.0106776,0.678124,0.638514,0.667796,0.647951,0,0
1.54,0.0068115,-0.000305326,-0.00705263,8.52091e-06,8.7496e-05,0.01036,3.13347e-05,2.62068e-06,1.08625e-06,-6.97372e-05,-0.000933424,0.0106744,0.678124,0.638514,0.667796,0.647951,0,0
1.541,0.00681153,-0.000305323,-0.00705263,8.49128e-06,8.70287e-05,0.0103653,3.29963e-05,2.46743e-06,1.07803e-06,-7.00045e-05,-0.000933948,0.0106713,0.678124,0.638514,0.667796,0.647951,0,0
1.542,0.00681157,-0.000305321,-0.00705262,8.46152e-06,8.65612e-05,0.0103706,3.4646e-05,2.31492e-06,1.06957e-06,-7.02706e-05,-0.000934425,0.0106682,0.678124,0.638514,0.667796,0.647951,0,0
1.543,0.0068116,-0.000305319,-0.00705262,8.43163e-06,8.60935e-05,0.010376,3.62839e-05,2.16316e-06,1.06092e-06,-7.05384e-05,-0.000934859,0.010665,0.678124,0.638514,0.667796,0.647951,0,0
1.544,0.00681164,-0.000305316,-0.00705262,8.4016e-06,8.56256e-05,0.0103813,3.791e-05,2.01215e-06,1.05228e-06,-7.08079e-05,-0.000935252,0.0106619,0.678124,0.638514,0.667796,0.647951,0,0
1.545,0.00681168,-0.000305315,-0.00705262,8.37144e-06,8.51575e-05,0.0103866,3.95242e-05,1.86188e-06,1.0436e-06,-7.10763e-05,-0.000935596,0.0106588,0.678124,0.638514,0.667796,0.647951,0,0
1.546,0.00681172,-0.000305313,-0.00705262,8.34115e-06,8.46892e-05,0.010392,4.11267e-05,1.71237e-06,1.03485e-06,-7.13466e-05,-0.000935898,0.0106557,0.678124,0.638514,0.667796,0.647951,0,0
1.547,0.00681176,-0.000305311,-0.00705262,8.31073e-06,8.42207e-05,0.0103973,4.27174e-05,1.5636e-06,1.02606e-06,-7.16156e-05,-0.000936157,0.0106525,0.678124,0.638514,0.667796,0.647951,0,0
1.548,0.0068118,-0.00030531,-0.00705262,8.28017e-06,8.37522e-05,0.0104026,4.42963e-05,1.41559e-06,1.01708e-06,-7.18835e-05,-0.000936374,0.0106494,0.678124,0.638514,0.667796,0.647951,0,0
1.549,0.00681185,-0.000305308,-0.00705262,8.24948e-06,8.32836e-05,0.0104079,4.58635e-05,1.26833e-06,1.00804e-06,-7.2141e-05,-0.000936554,0.0106463,0.678124,0.638514,0.667796,0.647951,0,0
1.55,0.0068119,-0.000305307,-0.00705262,8.21866e-06,8.28148e-05,0.0104133,4.74189e-05,1.12182e-06,9.99115e-07,-7.23948e-05,-0.000936694,0.0106432,0.678124,0.638514,0.667796,0.647951,0,0
1.551,0.00681194,-0.000305306,-0.00705261,8.18772e-06,8.2346e-05,0.0104186,4.89627e-05,9.76068e-07,9.90349e-07,-7.26485e-05,-0.000936791,0.01064,0.678124,0.638515,0.667796,0.647951,0,0
